id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1326249686198411264,1326037593775984641,2020-11-10 13:45:40 Central Standard Time,2020-11-10,13:45:40,-0600,1083773992807231488,thecoolmeep,Jake,,@slut4headpat My mom of course blamed it on games lol,en,[],[],[],1,0,1,[],[],https://twitter.com/TheCoolMeep/status/1326249686198411264,False,,0,,,,,,,,"[{'screen_name': 'slut4headpat', 'name': 'nurse ⚕️', 'id': '1273330151133081600'}]",,,,
1326249572474089472,1326037593775984641,2020-11-10 13:45:13 Central Standard Time,2020-11-10,13:45:13,-0600,1083773992807231488,thecoolmeep,Jake,,@slut4headpat I deadass just got diagnosed with severe anxiety and moderate depression LOL,en,[],[],[],1,0,1,[],[],https://twitter.com/TheCoolMeep/status/1326249572474089472,False,,0,,,,,,,,"[{'screen_name': 'slut4headpat', 'name': 'nurse ⚕️', 'id': '1273330151133081600'}]",,,,
1326216345625657346,1326156703738458112,2020-11-10 11:33:11 Central Standard Time,2020-11-10,11:33:11,-0600,1083773992807231488,thecoolmeep,Jake,,@slut4headpat spank me first 😈😎,en,[],[],[],0,0,0,[],[],https://twitter.com/TheCoolMeep/status/1326216345625657346,False,,0,,,,,,,,"[{'screen_name': 'slut4headpat', 'name': 'nurse ⚕️', 'id': '1273330151133081600'}]",,,,
1326216109977034757,1326177806976385025,2020-11-10 11:32:15 Central Standard Time,2020-11-10,11:32:15,-0600,1083773992807231488,thecoolmeep,Jake,,@slut4headpat Funny song,en,[],[],[],0,0,1,[],[],https://twitter.com/TheCoolMeep/status/1326216109977034757,False,,0,,,,,,,,"[{'screen_name': 'slut4headpat', 'name': 'nurse ⚕️', 'id': '1273330151133081600'}]",,,,
1326216052254990336,1326177806976385025,2020-11-10 11:32:01 Central Standard Time,2020-11-10,11:32:01,-0600,1083773992807231488,thecoolmeep,Jake,,"@slut4headpat I came, I saw, I came, I saw I praise the Lord, then break the law I take what's mine, then take some more It rains, it pours, it rains, it pours",en,[],[],[],1,0,1,[],[],https://twitter.com/TheCoolMeep/status/1326216052254990336,False,,0,,,,,,,,"[{'screen_name': 'slut4headpat', 'name': 'nurse ⚕️', 'id': '1273330151133081600'}]",,,,
1326215777205116928,1326161309180760064,2020-11-10 11:30:55 Central Standard Time,2020-11-10,11:30:55,-0600,1083773992807231488,thecoolmeep,Jake,,@lolislayer69x A lot,en,[],[],[],0,0,0,[],[],https://twitter.com/TheCoolMeep/status/1326215777205116928,False,,0,,,,,,,,"[{'screen_name': 'lolislayer69x', 'name': '「LP」Lolislayer Yari (edgy arc)', 'id': '1221914937271996417'}]",,,,
1326064643631017984,1326043305499484160,2020-11-10 01:30:22 Central Standard Time,2020-11-10,01:30:22,-0600,1083773992807231488,thecoolmeep,Jake,,@slut4headpat tea,und,[],[],[],0,0,1,[],[],https://twitter.com/TheCoolMeep/status/1326064643631017984,False,,0,,,,,,,,"[{'screen_name': 'slut4headpat', 'name': 'nurse ⚕️', 'id': '1273330151133081600'}]",,,,
1325922706299105281,1325921125138796544,2020-11-09 16:06:22 Central Standard Time,2020-11-09,16:06:22,-0600,1083773992807231488,thecoolmeep,Jake,,@yun_head dry throat,en,[],[],[],0,0,1,[],[],https://twitter.com/TheCoolMeep/status/1325922706299105281,False,,0,,,,,,,,"[{'screen_name': 'yun_head', 'name': 'yun', 'id': '1048483560724750337'}]",,,,
1325853779548282882,1325726103441350657,2020-11-09 11:32:28 Central Standard Time,2020-11-09,11:32:28,-0600,1083773992807231488,thecoolmeep,Jake,,@slut4headpat Badlands chugs thick water?  https://t.co/vJWaDuzJDO,en,[],[],['https://pbs.twimg.com/tweet_video_thumb/EmZg-yOU4AAIUbD.jpg'],0,0,0,[],[],https://twitter.com/TheCoolMeep/status/1325853779548282882,False,,1,https://pbs.twimg.com/tweet_video_thumb/EmZg-yOU4AAIUbD.jpg,,,,,,,"[{'screen_name': 'slut4headpat', 'name': 'nurse ⚕️', 'id': '1273330151133081600'}]",,,,
1325853280270839808,1325847910723035142,2020-11-09 11:30:29 Central Standard Time,2020-11-09,11:30:29,-0600,1083773992807231488,thecoolmeep,Jake,,@lolislayer69x fun,und,[],[],[],0,0,0,[],[],https://twitter.com/TheCoolMeep/status/1325853280270839808,False,,0,,,,,,,,"[{'screen_name': 'lolislayer69x', 'name': '「LP」Lolislayer Yari (edgy arc)', 'id': '1221914937271996417'}]",,,,
