id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1326265385218314240,1326265385218314240,2020-11-10 14:48:03 Central Standard Time,2020-11-10,14:48:03,-0600,1264771010445717504,everychad,Chad,,You tricked me there's nothing in this present You promised me you wouldn't peek That's what you get for peeking Well thanks for nothing,en,[],[],[],0,0,0,[],[],https://twitter.com/EveryChad/status/1326265385218314240,False,,0,,,,,,,,[],,,,
1326262750201348096,1326255441450512384,2020-11-10 14:37:35 Central Standard Time,2020-11-10,14:37:35,-0600,1264771010445717504,everychad,Chad,,@Jotarajoestar Sure,en,[],[],[],0,0,1,[],[],https://twitter.com/EveryChad/status/1326262750201348096,False,,0,,,,,,,,"[{'screen_name': 'Jotarajoestar', 'name': '🍒𝑁𝑜𝑟𝑖𝑎𝑘𝑖🍒', 'id': '1246111134983258113'}]",,,,
1326262545607393281,1326255441450512384,2020-11-10 14:36:46 Central Standard Time,2020-11-10,14:36:46,-0600,1264771010445717504,everychad,Chad,,@Jotarajoestar E,und,[],[],[],1,0,1,[],[],https://twitter.com/EveryChad/status/1326262545607393281,False,,0,,,,,,,,"[{'screen_name': 'Jotarajoestar', 'name': '🍒𝑁𝑜𝑟𝑖𝑎𝑘𝑖🍒', 'id': '1246111134983258113'}]",,,,
1326262340354863104,1326262340354863104,2020-11-10 14:35:57 Central Standard Time,2020-11-10,14:35:57,-0600,1264771010445717504,everychad,Chad,,#AppleEvent now you guys have to like to see the cool new feature,en,[],[],[],0,0,2,['appleevent'],[],https://twitter.com/EveryChad/status/1326262340354863104,False,,0,,,,,,,,[],,,,
1326223795032526849,1326223639944040451,2020-11-10 12:02:47 Central Standard Time,2020-11-10,12:02:47,-0600,1264771010445717504,everychad,Chad,,@Jotarajoestar Heh,und,[],[],[],0,0,1,[],[],https://twitter.com/EveryChad/status/1326223795032526849,False,,0,,,,,,,,"[{'screen_name': 'Jotarajoestar', 'name': '🍒𝑁𝑜𝑟𝑖𝑎𝑘𝑖🍒', 'id': '1246111134983258113'}]",,,,
1326222422660374529,1326222422660374529,2020-11-10 11:57:20 Central Standard Time,2020-11-10,11:57:20,-0600,1264771010445717504,everychad,Chad,,Join it!,en,[],[],[],0,0,1,[],[],https://twitter.com/EveryChad/status/1326222422660374529,False,https://twitter.com/Actual2ndJoJo/status/1326216994245341185,0,,,,,,,,[],,,,
1326212064436576256,1326211979766325253,2020-11-10 11:16:10 Central Standard Time,2020-11-10,11:16:10,-0600,1264771010445717504,everychad,Chad,,@onenonlymariah Hello,en,[],[],[],0,0,0,[],[],https://twitter.com/EveryChad/status/1326212064436576256,False,,0,,,,,,,,"[{'screen_name': 'onenonlymariah', 'name': 'official mariah', 'id': '1299917768121372677'}]",,,,
1326199124358688768,1265690330000580609,2020-11-10 10:24:45 Central Standard Time,2020-11-10,10:24:45,-0600,1264771010445717504,everychad,Chad,,@NintendoAmerica Is that waldo?,en,[],[],[],0,0,0,[],[],https://twitter.com/EveryChad/status/1326199124358688768,False,,0,,,,,,,,"[{'screen_name': 'NintendoAmerica', 'name': 'Nintendo of America', 'id': '5162861'}]",,,,
1326197709443751937,1326197186770604033,2020-11-10 10:19:08 Central Standard Time,2020-11-10,10:19:08,-0600,1264771010445717504,everychad,Chad,,He is now @Actual2ndJoJo,en,"[{'screen_name': 'actual2ndjojo', 'name': 'george joestar roleplay', 'id': '1321114880020238341'}]",[],[],0,0,1,[],[],https://twitter.com/EveryChad/status/1326197709443751937,False,,0,,,,,,,,[],,,,
1326197186770604033,1326197186770604033,2020-11-10 10:17:03 Central Standard Time,2020-11-10,10:17:03,-0600,1264771010445717504,everychad,Chad,,"//Ok so it's been almost 2 weeks and @actual1stjojo is still not unsuspended so I think that he's not gonna be unsuspended so that is rough fortunately for me, I have @JoestarRp so I'm probably gonna make him my new main",en,"[{'screen_name': 'actual1stjojo', 'name': 'george joestar', 'id': '1211873678197059585'}, {'screen_name': 'joestarrp', 'name': 'george joestar roleplay', 'id': '1321114880020238341'}]",[],[],1,1,2,[],[],https://twitter.com/EveryChad/status/1326197186770604033,False,,0,,,,,,,,[],,,,
